image_id,p_180
test_03561,1
test_03562,1
test_03563,1
test_03564,1
test_03565,1
test_03566,0
test_03567,0
test_03568,0
test_03569,0
test_03570,1
test_03571,0
test_03572,1
test_03573,1
test_03574,1
test_03575,1
test_03576,1
test_03577,0
test_03578,0
test_03579,0
test_03580,1
test_03581,0
test_03582,1
test_03583,1
test_03584,0
test_03585,1
test_03586,0
test_03587,1
test_03588,0
test_03589,0
test_03590,1
test_03591,0
test_03592,1
test_03593,1
test_03594,0
test_03595,1
test_03596,1
test_03597,1
test_03598,1
test_03599,1
test_03600,0
test_03601,1
test_03602,0
test_03603,1
test_03604,1
test_03605,0
test_03606,0
test_03607,0
test_03608,1
test_03609,0
test_03610,0
test_03611,1
test_03612,1
test_03613,1
test_03614,0
test_03615,1
test_03616,0
test_03617,0
test_03618,1
test_03619,0
test_03620,0
test_03621,1
test_03622,0
test_03623,0
test_03624,0
test_03625,1
test_03626,1
test_03627,0
test_03628,0
test_03629,0
test_03630,1
test_03631,0
test_03632,1
test_03633,0
test_03634,0
test_03635,1
test_03636,1
test_03637,0
test_03638,1
test_03639,0
test_03640,0
test_03641,1
test_03642,1
test_03643,1
test_03644,0
test_03645,1
test_03646,1
test_03647,0
test_03648,1
test_03649,1
test_03650,1
test_03651,0
test_03652,0
test_03653,1
test_03654,1
test_03655,1
test_03656,1
test_03657,0
test_03658,1
test_03659,1
test_03660,1
test_03661,0
test_03662,1
test_03663,1
test_03664,1
test_03665,1
test_03666,1
test_03667,0
test_03668,1
test_03669,1
test_03670,0
test_03671,0
test_03672,1
test_03673,1
test_03674,0
test_03675,1
test_03676,1
test_03677,1
test_03678,1
test_03679,0
test_03680,1
test_03681,0
test_03682,0
test_03683,1
test_03684,1
test_03685,1
test_03686,1
test_03687,1
test_03688,1
test_03689,0
test_03690,0
test_03691,1
test_03692,0
test_03693,1
test_03694,1
test_03695,0
test_03696,0
test_03697,0
test_03698,1
test_03699,1
test_03700,1
test_03701,0
test_03702,1
test_03703,1
test_03704,0
test_03705,0
test_03706,0
test_03707,1
test_03708,0
test_03709,1
test_03710,1
test_03711,1
test_03712,1
test_03713,0
test_03714,0
test_03715,1
test_03716,1
test_03717,0
test_03718,0
test_03719,1
test_03720,0
test_03721,0
test_03722,0
test_03723,0
test_03724,1
test_03725,0
test_03726,1
test_03727,0
test_03728,0
test_03729,0
test_03730,0
test_03731,0
test_03732,0
test_03733,0
test_03734,1
test_03735,0
test_03736,0
test_03737,1
test_03738,1
test_03739,1
test_03740,0
test_03741,0
test_03742,1
test_03743,1
test_03744,1
test_03745,1
test_03746,0
test_03747,0
test_03748,0
test_03749,1
test_03750,1
test_03751,1
test_03752,1
test_03753,1
test_03754,1
test_03755,0
test_03756,1
test_03757,0
test_03758,1
test_03759,0
test_03760,1
test_03761,1
test_03762,1
test_03763,0
test_03764,0
test_03765,0
test_03766,1
test_03767,0
test_03768,0
test_03769,1
test_03770,1
test_03771,0
test_03772,1
test_03773,0
test_03774,1
test_03775,0
test_03776,0
test_03777,0
test_03778,1
test_03779,0
test_03780,0
test_03781,0
test_03782,0
test_03783,0
test_03784,0
test_03785,1
test_03786,0
test_03787,0
test_03788,0
test_03789,0
test_03790,0
test_03791,1
test_03792,1
test_03793,0
test_03794,1
test_03795,1
test_03796,1
test_03797,0
test_03798,1
test_03799,0
test_03800,1
test_03801,0
test_03802,1
test_03803,0
test_03804,0
test_03805,1
test_03806,0
test_03807,1
test_03808,1
test_03809,1
test_03810,0
test_03811,0
test_03812,0
test_03813,1
test_03814,0
test_03815,1
test_03816,0
test_03817,0
test_03818,0
test_03819,0
test_03820,1
test_03821,1
test_03822,1
test_03823,0
test_03824,1
test_03825,1
test_03826,1
test_03827,1
test_03828,1
test_03829,0
test_03830,0
test_03831,0
test_03832,0
test_03833,0
test_03834,1
test_03835,0
test_03836,0
test_03837,0
test_03838,0
test_03839,0
test_03840,1
test_03841,1
test_03842,0
test_03843,0
test_03844,0
test_03845,1
test_03846,1
test_03847,0
test_03848,1
test_03849,1
test_03850,0
test_03851,1
test_03852,0
test_03853,1
test_03854,1
test_03855,0
test_03856,1
test_03857,0
test_03858,0
test_03859,0
test_03860,0
test_03861,0
test_03862,1
test_03863,1
test_03864,1
test_03865,1
test_03866,1
test_03867,0
test_03868,0
test_03869,1
test_03870,1
test_03871,0
test_03872,0
test_03873,0
test_03874,0
test_03875,0
test_03876,1
test_03877,1
test_03878,0
test_03879,1
test_03880,1
test_03881,0
test_03882,1
test_03883,0
test_03884,1
test_03885,0
test_03886,0
test_03887,1
test_03888,1
test_03889,0
test_03890,1
test_03891,0
test_03892,0
test_03893,0
test_03894,0
test_03895,0
test_03896,1
test_03897,1
test_03898,0
test_03899,1
test_03900,1
test_03901,0
test_03902,0
test_03903,1
test_03904,0
test_03905,1
test_03906,0
test_03907,1
test_03908,1
test_03909,1
test_03910,0
test_03911,0
test_03912,1
test_03913,0
test_03914,1
test_03915,0
test_03916,1
test_03917,1
test_03918,1
test_03919,1
test_03920,1
test_03921,0
test_03922,0
test_03923,1
test_03924,1
test_03925,0
test_03926,1
test_03927,0
test_03928,0
test_03929,1
test_03930,0
test_03931,1
test_03932,0
test_03933,0
test_03934,1
test_03935,0
test_03936,1
test_03937,0
test_03938,1
test_03939,0
test_03940,0
test_03941,1
test_03942,0
test_03943,0
test_03944,1
test_03945,1
test_03946,1
test_03947,1
test_03948,1
test_03949,0
test_03950,1
test_03951,0
test_03952,0
test_03953,1
test_03954,1
test_03955,0
test_03956,0
test_03957,1
test_03958,1
test_03959,0
test_03960,0
test_03961,1
test_03962,1
test_03963,0
test_03964,1
test_03965,0
test_03966,1
test_03967,0
test_03968,1
test_03969,1
test_03970,1
test_03971,0
test_03972,0
test_03973,1
test_03974,1
test_03975,1
test_03976,1
test_03977,1
test_03978,0
test_03979,1
test_03980,1
test_03981,1
test_03982,1
test_03983,1
test_03984,1
test_03985,0
test_03986,0
test_03987,0
test_03988,1
test_03989,0
test_03990,0
test_03991,0
test_03992,1
test_03993,0
test_03994,0
test_03995,0
test_03996,1
test_03997,1
test_03998,0
test_03999,1
test_04000,1
test_04001,0
test_04002,1
test_04003,1
test_04004,0
test_04005,0
test_04006,0
test_04007,0
test_04008,1
test_04009,0
test_04010,0
test_04011,0
test_04012,0
test_04013,0
test_04014,1
test_04015,1
test_04016,0
test_04017,0
test_04018,1
test_04019,1
test_04020,1
test_04021,0
test_04022,0
test_04023,0
test_04024,0
test_04025,0
test_04026,1
test_04027,0
test_04028,0
test_04029,1
test_04030,1
test_04031,0
test_04032,0
test_04033,1
test_04034,1
test_04035,1
test_04036,0
test_04037,1
test_04038,0
test_04039,0
test_04040,1
test_04041,1
test_04042,1
test_04043,0
test_04044,0
test_04045,0
test_04046,1
test_04047,1
test_04048,1
test_04049,1
test_04050,0
test_04051,1
test_04052,1
test_04053,1
test_04054,0
test_04055,1
test_04056,1
test_04057,1
test_04058,1
test_04059,1
test_04060,1
test_04061,0
test_04062,0
test_04063,0
test_04064,0
test_04065,1
test_04066,1
test_04067,0
test_04068,0
test_04069,0
test_04070,0
test_04071,0
test_04072,0
test_04073,0
test_04074,0
test_04075,1
test_04076,1
test_04077,1
test_04078,1
test_04079,0
test_04080,0
test_04081,1
test_04082,0
test_04083,1
test_04084,0
test_04085,0
test_04086,1
test_04087,1
test_04088,1
test_04089,0
test_04090,1
test_04091,1
test_04092,1
test_04093,1
test_04094,0
test_04095,0
test_04096,0
test_04097,0
test_04098,0
test_04099,1
test_04100,1
test_04101,0
test_04102,0
test_04103,0
test_04104,1
test_04105,0
test_04106,0
test_04107,0
test_04108,1
test_04109,1
test_04110,0
test_04111,1
test_04112,1
test_04113,1
test_04114,0
test_04115,1
test_04116,1
test_04117,1
test_04118,0
test_04119,0
test_04120,1
test_04121,1
test_04122,1
test_04123,1
test_04124,0
test_04125,0
test_04126,0
test_04127,0
test_04128,0
test_04129,1
test_04130,0
test_04131,0
test_04132,0
test_04133,0
test_04134,1
test_04135,1
test_04136,1
test_04137,0
test_04138,1
test_04139,0
test_04140,1
test_04141,0
test_04142,1
test_04143,0
test_04144,1
test_04145,1
test_04146,0
test_04147,0
test_04148,1
test_04149,0
test_04150,0
test_04151,1
test_04152,1
test_04153,1
test_04154,0
test_04155,0
test_04156,0
test_04157,1
test_04158,1
test_04159,0
test_04160,1
test_04161,0
test_04162,1
test_04163,1
test_04164,1
test_04165,1
test_04166,0
test_04167,0
test_04168,0
test_04169,1
test_04170,1
test_04171,1
test_04172,0
test_04173,1
test_04174,0
test_04175,1
test_04176,1
test_04177,0
test_04178,1
test_04179,0
test_04180,0
test_04181,1
test_04182,1
test_04183,0
test_04184,1
test_04185,1
test_04186,1
test_04187,1
test_04188,0
test_04189,0
test_04190,1
test_04191,1
test_04192,0
test_04193,0
test_04194,0
test_04195,0
test_04196,0
test_04197,0
test_04198,1
test_04199,0
test_04200,0
test_04201,1
test_04202,1
test_04203,1
test_04204,1
test_04205,0
test_04206,0
test_04207,1
test_04208,0
test_04209,1
test_04210,0
test_04211,0
test_04212,1
test_04213,0
test_04214,1
test_04215,0
test_04216,0
test_04217,1
test_04218,0
test_04219,1
test_04220,0
test_04221,1
test_04222,1
test_04223,1
test_04224,1
test_04225,1
test_04226,1
test_04227,1
test_04228,1
test_04229,1
test_04230,1
test_04231,0
test_04232,1
test_04233,1
test_04234,1
test_04235,1
test_04236,0
test_04237,1
test_04238,0
test_04239,0
test_04240,1
test_04241,1
test_04242,1
test_04243,0
test_04244,1
test_04245,1
test_04246,1
test_04247,1
test_04248,1
test_04249,1
test_04250,1
test_04251,1
test_04252,0
test_04253,0
test_04254,0
test_04255,1
test_04256,1
test_04257,1
test_04258,1
test_04259,1
test_04260,1
test_04261,1
test_04262,1
test_04263,0
test_04264,1
test_04265,1
test_04266,0
test_04267,0
test_04268,1
test_04269,1
test_04270,0
test_04271,0
test_04272,0
test_04273,1
test_04274,0
test_04275,0
test_04276,0
test_04277,1
test_04278,1
test_04279,0
test_04280,0
test_04281,1
test_04282,0
test_04283,0
test_04284,0
test_04285,1
test_04286,0
test_04287,1
test_04288,0
test_04289,1
test_04290,0
test_04291,1
test_04292,1
test_04293,1
test_04294,0
test_04295,0
test_04296,0
test_04297,1
test_04298,1
test_04299,0
test_04300,0
test_04301,1
test_04302,1
test_04303,0
test_04304,1
test_04305,1
test_04306,0
test_04307,1
test_04308,0
test_04309,0
test_04310,1
test_04311,1
test_04312,0
test_04313,0
test_04314,0
test_04315,1
test_04316,0
test_04317,0
test_04318,0
test_04319,0
test_04320,0
test_04321,1
test_04322,0
test_04323,0
test_04324,1
test_04325,1
test_04326,1
test_04327,1
test_04328,1
test_04329,1
test_04330,1
test_04331,1
test_04332,0
test_04333,0
test_04334,1
test_04335,0
test_04336,0
test_04337,1
test_04338,1
test_04339,1
test_04340,0
test_04341,1
test_04342,0
test_04343,1
test_04344,1
test_04345,0
test_04346,0
test_04347,0
test_04348,1
test_04349,1
test_04350,1
test_04351,0
test_04352,0
test_04353,0
test_04354,0
test_04355,1
test_04356,0
test_04357,0
test_04358,0
test_04359,1
test_04360,1
test_04361,0
test_04362,0
test_04363,0
test_04364,1
test_04365,1
test_04366,0
test_04367,0
test_04368,0
test_04369,0
test_04370,0
test_04371,1
test_04372,1
test_04373,0
test_04374,0
test_04375,1
test_04376,0
test_04377,0
test_04378,1
test_04379,0
test_04380,0
test_04381,1
test_04382,0
test_04383,0
test_04384,1
test_04385,0
test_04386,0
test_04387,0
test_04388,0
test_04389,0
test_04390,1
test_04391,1
test_04392,1
test_04393,1
test_04394,1
test_04395,0
test_04396,0
test_04397,0
test_04398,0
test_04399,0
test_04400,0
test_04401,0
test_04402,1
test_04403,1
test_04404,0
test_04405,1
test_04406,1
test_04407,0
test_04408,1
test_04409,1
test_04410,1
test_04411,1
test_04412,1
test_04413,1
test_04414,1
test_04415,0
test_04416,0
test_04417,0
test_04418,0
test_04419,0
test_04420,0
test_04421,1
test_04422,0
test_04423,0
test_04424,0
test_04425,1
test_04426,1
test_04427,1
test_04428,0
test_04429,1
test_04430,1
test_04431,1
test_04432,0
test_04433,0
test_04434,1
test_04435,1
test_04436,0
test_04437,1
test_04438,0
test_04439,0
test_04440,1
test_04441,1
test_04442,0
test_04443,0
test_04444,1
test_04445,1
test_04446,0
test_04447,1
test_04448,0
test_04449,0
test_04450,1
test_04451,0
test_04452,0
test_04453,1
test_04454,0
test_04455,1
test_04456,0
test_04457,1
test_04458,1
test_04459,0
test_04460,0
test_04461,1
test_04462,0
test_04463,1
test_04464,1
test_04465,1
test_04466,0
test_04467,1
test_04468,0
test_04469,0
test_04470,1
test_04471,1
test_04472,1
test_04473,0
test_04474,0
test_04475,0
test_04476,0
test_04477,0
test_04478,1
test_04479,0
test_04480,1
test_04481,1
test_04482,0
test_04483,1
test_04484,1
test_04485,1
test_04486,1
test_04487,1
test_04488,0
test_04489,0
test_04490,1
test_04491,0
test_04492,0
test_04493,0
test_04494,0
test_04495,1
test_04496,0
test_04497,0
test_04498,0
test_04499,0
test_04500,1
test_04501,0
test_04502,1
test_04503,0
test_04504,0
test_04505,0
test_04506,1
test_04507,0
test_04508,0
test_04509,0
test_04510,0
test_04511,0
test_04512,1
test_04513,0
test_04514,1
test_04515,0
test_04516,1
test_04517,1
test_04518,0
test_04519,0
test_04520,0
test_04521,1
test_04522,0
test_04523,0
test_04524,1
test_04525,0
test_04526,1
test_04527,0
test_04528,1
test_04529,0
test_04530,0
test_04531,0
test_04532,0
test_04533,0
test_04534,0
test_04535,1
test_04536,0
test_04537,0
test_04538,0
test_04539,1
test_04540,1
test_04541,1
test_04542,0
test_04543,0
test_04544,0
test_04545,1
test_04546,1
test_04547,1
test_04548,1
test_04549,0
test_04550,1
test_04551,1
test_04552,0
test_04553,0
test_04554,0
test_04555,0
test_04556,1
test_04557,0
test_04558,0
test_04559,0
test_04560,0
test_04561,0
test_04562,0
test_04563,1
test_04564,0
test_04565,0
test_04566,0
test_04567,1
test_04568,1
test_04569,1
test_04570,0
test_04571,0
test_04572,1
test_04573,1
test_04574,0
test_04575,0
test_04576,1
test_04577,1
test_04578,1
test_04579,1
test_04580,0
test_04581,0
test_04582,1
test_04583,0
test_04584,1
test_04585,1
test_04586,0
test_04587,0
test_04588,1
test_04589,1
test_04590,1
test_04591,1
test_04592,0
test_04593,0
test_04594,1
test_04595,1
test_04596,0
test_04597,0
test_04598,0
test_04599,1
test_04600,0
test_04601,0
test_04602,1
test_04603,1
test_04604,0
test_04605,1
test_04606,1
test_04607,0
test_04608,0
test_04609,1
test_04610,0
test_04611,1
test_04612,1
test_04613,1
test_04614,1
test_04615,1
test_04616,1
test_04617,0
test_04618,1
test_04619,1
test_04620,0
test_04621,1
test_04622,1
test_04623,1
test_04624,0
test_04625,1
test_04626,0
test_04627,0
test_04628,1
test_04629,1
test_04630,1
test_04631,1
test_04632,0
test_04633,0
test_04634,1
test_04635,1
test_04636,1
test_04637,1
test_04638,1
test_04639,1
test_04640,1
test_04641,1
test_04642,0
test_04643,1
test_04644,1
test_04645,1
test_04646,0
test_04647,1
test_04648,1
test_04649,1
test_04650,0
test_04651,1
test_04652,0
test_04653,1
test_04654,0
test_04655,0
test_04656,0
test_04657,1
test_04658,1
test_04659,1
test_04660,1
test_04661,1
test_04662,0
test_04663,0
test_04664,0
test_04665,1
test_04666,0
test_04667,1
test_04668,0
test_04669,1
test_04670,1
test_04671,1
test_04672,0
test_04673,1
test_04674,0
test_04675,1
test_04676,0
test_04677,1
test_04678,1
test_04679,0
test_04680,1
test_04681,1
test_04682,0
test_04683,0
test_04684,0
test_04685,1
test_04686,1
test_04687,1
test_04688,0
test_04689,1
test_04690,1
test_04691,0
test_04692,0
test_04693,1
test_04694,1
test_04695,0
test_04696,1
test_04697,0
test_04698,0
test_04699,0
test_04700,1
test_04701,1
test_04702,0
test_04703,1
test_04704,0
test_04705,0
test_04706,0
test_04707,1
test_04708,0
test_04709,0
test_04710,1
test_04711,1
test_04712,1
test_04713,1
test_04714,0
test_04715,1
test_04716,0
test_04717,0
test_04718,0
test_04719,0
test_04720,1
test_04721,1
test_04722,1
test_04723,1
test_04724,1
test_04725,1
test_04726,1
test_04727,1
test_04728,1
test_04729,0
test_04730,0
test_04731,0
test_04732,1
test_04733,0
test_04734,1
test_04735,1
test_04736,1
test_04737,0
test_04738,0
test_04739,1
test_04740,1
test_04741,1
test_04742,1
test_04743,0
test_04744,1
test_04745,0
test_04746,0
test_04747,1
test_04748,0
test_04749,0
test_04750,1
test_04751,1
test_04752,0
test_04753,1
test_04754,0
test_04755,0
test_04756,0
test_04757,0
test_04758,0
test_04759,1
test_04760,1
test_04761,0
test_04762,0
test_04763,0
test_04764,1
test_04765,1
test_04766,0
test_04767,1
test_04768,0
test_04769,1
test_04770,1
test_04771,0
test_04772,1
test_04773,1
test_04774,0
test_04775,1
test_04776,1
test_04777,0
test_04778,1
test_04779,0
test_04780,1
test_04781,0
test_04782,0
test_04783,1
test_04784,0
test_04785,1
test_04786,1
test_04787,1
test_04788,0
test_04789,0
test_04790,1
test_04791,0
test_04792,1
test_04793,1
test_04794,0
test_04795,0
test_04796,0
test_04797,1
test_04798,1
test_04799,0
test_04800,1
test_04801,1
test_04802,0
test_04803,1
test_04804,1
test_04805,0
test_04806,1
test_04807,0
test_04808,0
test_04809,0
test_04810,0
test_04811,0
test_04812,1
test_04813,1
test_04814,0
test_04815,0
test_04816,1
test_04817,0
test_04818,0
test_04819,0
test_04820,0
test_04821,1
test_04822,1
test_04823,1
test_04824,0
test_04825,1
test_04826,1
test_04827,0
test_04828,1
test_04829,1
test_04830,0
test_04831,1
test_04832,1
test_04833,0
test_04834,0
test_04835,1
test_04836,0
test_04837,0
test_04838,0
test_04839,0
test_04840,0
test_04841,0
test_04842,1
test_04843,0
test_04844,0
test_04845,1
test_04846,0
test_04847,1
test_04848,1
test_04849,1
test_04850,1
test_04851,1
test_04852,1
test_04853,0
test_04854,1
test_04855,1
test_04856,0
test_04857,0
test_04858,1
test_04859,0
test_04860,0
test_04861,1
test_04862,0
test_04863,0
test_04864,0
test_04865,0
test_04866,0
test_04867,0
test_04868,0
test_04869,0
test_04870,1
test_04871,1
test_04872,1
test_04873,1
test_04874,0
test_04875,1
test_04876,0
test_04877,1
test_04878,0
test_04879,1
test_04880,0
test_04881,0
test_04882,0
test_04883,1
test_04884,0
test_04885,0
test_04886,1
test_04887,0
test_04888,0
test_04889,1
test_04890,0
test_04891,1
test_04892,1
test_04893,0
test_04894,0
test_04895,0
test_04896,0
test_04897,0
test_04898,0
test_04899,0
test_04900,1
test_04901,1
test_04902,0
test_04903,1
test_04904,1
test_04905,0
test_04906,1
test_04907,0
test_04908,1
test_04909,1
test_04910,1
test_04911,1
test_04912,1
test_04913,1
test_04914,0
test_04915,1
test_04916,0
test_04917,1
test_04918,1
test_04919,0
test_04920,0
test_04921,1
test_04922,0
test_04923,0
test_04924,0
test_04925,0
test_04926,1
test_04927,0
test_04928,0
test_04929,1
test_04930,0
test_04931,1
test_04932,0
test_04933,1
test_04934,0
test_04935,0
test_04936,1
test_04937,0
test_04938,0
test_04939,1
test_04940,0
test_04941,1
test_04942,1
test_04943,1
test_04944,1
test_04945,0
test_04946,0
test_04947,1
test_04948,1
test_04949,1
test_04950,0
test_04951,0
test_04952,1
test_04953,0
test_04954,1
test_04955,1
test_04956,1
test_04957,1
test_04958,0
test_04959,0
test_04960,0
test_04961,1
test_04962,1
test_04963,0
test_04964,1
test_04965,1
test_04966,1
test_04967,0
test_04968,1
test_04969,1
test_04970,1
test_04971,1
test_04972,0
test_04973,1
test_04974,0
test_04975,0
test_04976,0
test_04977,0
test_04978,0
test_04979,0
test_04980,1
test_04981,1
test_04982,1
test_04983,0
test_04984,0
test_04985,1
test_04986,0
test_04987,1
test_04988,0
test_04989,0
test_04990,1
test_04991,0
test_04992,0
test_04993,1
test_04994,0
test_04995,1
test_04996,1
test_04997,0
test_04998,0
test_04999,0
test_05000,1
test_05001,1
test_05002,0
test_05003,1
test_05004,1
test_05005,1
test_05006,0
test_05007,1
test_05008,1
test_05009,1
test_05010,0
test_05011,1
test_05012,1
test_05013,1
test_05014,1
test_05015,0
test_05016,0
test_05017,1
test_05018,1
test_05019,0
test_05020,1
test_05021,0
test_05022,1
test_05023,1
test_05024,1
test_05025,0
test_05026,0
test_05027,1
test_05028,1
test_05029,1
test_05030,1
test_05031,0
test_05032,1
test_05033,1
test_05034,0
test_05035,1
test_05036,1
test_05037,1
test_05038,0
test_05039,1
test_05040,1
test_05041,1
test_05042,1
test_05043,1
test_05044,1
test_05045,1
test_05046,0
test_05047,1
test_05048,0
test_05049,1
test_05050,0
test_05051,1
test_05052,1
test_05053,1
test_05054,0
test_05055,0
test_05056,1
test_05057,1
test_05058,1
test_05059,0
test_05060,1
test_05061,1
test_05062,0
test_05063,1
test_05064,0
test_05065,0
test_05066,0
test_05067,1
test_05068,1
test_05069,1
test_05070,1
test_05071,0
test_05072,0
test_05073,0
test_05074,0
test_05075,1
test_05076,1
test_05077,0
test_05078,1
test_05079,1
test_05080,1
test_05081,0
test_05082,0
test_05083,0
test_05084,1
test_05085,1
test_05086,1
test_05087,1
test_05088,0
test_05089,0
test_05090,0
test_05091,1
test_05092,0
test_05093,0
test_05094,1
test_05095,1
test_05096,0
test_05097,1
test_05098,0
test_05099,1
test_05100,0
test_05101,1
test_05102,0
test_05103,1
test_05104,0
test_05105,1
test_05106,1
test_05107,1
test_05108,0
test_05109,0
test_05110,1
test_05111,1
test_05112,0
test_05113,1
test_05114,0
test_05115,0
test_05116,0
test_05117,0
test_05118,0
test_05119,1
test_05120,1
test_05121,0
test_05122,0
test_05123,0
test_05124,0
test_05125,1
test_05126,1
test_05127,1
test_05128,0
test_05129,1
test_05130,0
test_05131,1
test_05132,1
test_05133,0
test_05134,0
test_05135,0
test_05136,0
test_05137,1
test_05138,1
test_05139,1
test_05140,1
test_05141,0
test_05142,1
test_05143,0
test_05144,1
test_05145,1
test_05146,1
test_05147,0
test_05148,0
test_05149,0
test_05150,0
test_05151,1
test_05152,1
test_05153,1
test_05154,0
test_05155,0
test_05156,1
test_05157,0
test_05158,1
test_05159,0
test_05160,1
test_05161,1
test_05162,0
test_05163,0
test_05164,0
test_05165,0
test_05166,1
test_05167,1
test_05168,0
test_05169,1
test_05170,0
test_05171,1
test_05172,1
test_05173,0
test_05174,0
test_05175,0
test_05176,0
test_05177,1
test_05178,0
test_05179,0
test_05180,0
test_05181,0
test_05182,0
test_05183,1
test_05184,1
test_05185,1
test_05186,1
test_05187,1
test_05188,1
test_05189,1
test_05190,1
test_05191,1
test_05192,0
test_05193,0
test_05194,0
test_05195,0
test_05196,0
test_05197,1
test_05198,1
test_05199,1
test_05200,1
test_05201,1
test_05202,1
test_05203,1
test_05204,0
test_05205,0
test_05206,0
test_05207,0
test_05208,1
test_05209,1
test_05210,1
test_05211,1
test_05212,1
test_05213,0
test_05214,1
test_05215,1
test_05216,1
test_05217,1
test_05218,1
test_05219,1
test_05220,1
test_05221,0
test_05222,0
test_05223,1
test_05224,0
test_05225,1
test_05226,0
test_05227,1
test_05228,1
test_05229,0
test_05230,0
test_05231,0
test_05232,0
test_05233,1
test_05234,0
test_05235,1
test_05236,1
test_05237,0
test_05238,0
test_05239,1
test_05240,1
test_05241,0
test_05242,0
test_05243,1
test_05244,1
test_05245,0
test_05246,0
test_05247,0
test_05248,0
test_05249,1
test_05250,1
test_05251,1
test_05252,0
test_05253,0
test_05254,1
test_05255,1
test_05256,0
test_05257,1
test_05258,1
test_05259,0
test_05260,0
test_05261,1
test_05262,1
test_05263,1
test_05264,0
test_05265,0
test_05266,1
test_05267,1
test_05268,1
test_05269,1
test_05270,0
test_05271,1
test_05272,1
test_05273,0
test_05274,1
test_05275,0
test_05276,1
test_05277,0
test_05278,1
test_05279,0
test_05280,0
test_05281,1
test_05282,1
test_05283,1
test_05284,1
test_05285,0
test_05286,1
test_05287,0
test_05288,1
test_05289,1
test_05290,1
test_05291,0
test_05292,1
test_05293,0
test_05294,1
test_05295,1
test_05296,0
test_05297,0
test_05298,1
test_05299,0
test_05300,0
test_05301,0
test_05302,0
test_05303,1
test_05304,0
test_05305,1
test_05306,0
test_05307,0
test_05308,1
test_05309,0
test_05310,0
test_05311,1
test_05312,1
test_05313,1
test_05314,1
test_05315,0
test_05316,1
test_05317,1
test_05318,1
test_05319,1
test_05320,1
test_05321,1
test_05322,1
test_05323,1
test_05324,1
test_05325,1
test_05326,1
test_05327,0
test_05328,1
test_05329,1
test_05330,0
test_05331,0
test_05332,0
test_05333,0
test_05334,0
test_05335,0
test_05336,1
test_05337,1
test_05338,1
test_05339,0
test_05340,1
test_05341,0
test_05342,0
test_05343,1
test_05344,0
test_05345,0
test_05346,1
test_05347,0
test_05348,1
test_05349,1
test_05350,0
test_05351,1
test_05352,0
test_05353,0
test_05354,0
test_05355,0
test_05356,0
test_05357,1
test_05358,0
test_05359,0
test_05360,0
test_05361,1
test_05362,1
test_05363,0
test_05364,1
test_05365,0
test_05366,0
test_05367,0
test_05368,0
test_05369,0
test_05370,1
test_05371,0
test_05372,1
test_05373,1
test_05374,0
test_05375,0
test_05376,0
test_05377,1
test_05378,1
test_05379,1
test_05380,0
test_05381,1
test_05382,1
test_05383,0
test_05384,1
test_05385,1
test_05386,0
test_05387,1
test_05388,1
test_05389,0
test_05390,1
test_05391,1
test_05392,1
test_05393,1
test_05394,1
test_05395,1
test_05396,1
test_05397,0
test_05398,1
test_05399,1
test_05400,0
test_05401,1
test_05402,1
test_05403,1
test_05404,1
test_05405,0
test_05406,1
test_05407,0
test_05408,1
test_05409,0
test_05410,1
test_05411,1
test_05412,1
test_05413,0
test_05414,0
test_05415,0
test_05416,0
test_05417,0
test_05418,1
test_05419,1
test_05420,0
test_05421,1
test_05422,0
test_05423,1
test_05424,0
test_05425,0
test_05426,0
test_05427,0
test_05428,1
test_05429,1
test_05430,1
test_05431,1
test_05432,1
test_05433,1
test_05434,1
test_05435,1
test_05436,0
test_05437,1
test_05438,0
test_05439,0
test_05440,0
test_05441,1
test_05442,1
test_05443,0
test_05444,1
test_05445,1
test_05446,0
test_05447,1
test_05448,1
test_05449,0
test_05450,1
test_05451,0
test_05452,1
test_05453,1
test_05454,0
test_05455,0
test_05456,0
test_05457,0
test_05458,0
test_05459,0
test_05460,1
test_05461,0
test_05462,1
test_05463,1
test_05464,1
test_05465,0
test_05466,1
test_05467,0
test_05468,1
test_05469,0
test_05470,0
test_05471,0
test_05472,1
test_05473,1
test_05474,0
test_05475,0
test_05476,0
test_05477,0
test_05478,1
test_05479,1
test_05480,0
test_05481,0
test_05482,0
test_05483,1
test_05484,0
test_05485,0
test_05486,0
test_05487,1
test_05488,1
test_05489,0
test_05490,0
test_05491,1
test_05492,0
test_05493,0
test_05494,1
test_05495,1
test_05496,1
test_05497,0
test_05498,1
test_05499,0
test_05500,1
test_05501,1
test_05502,0
test_05503,0
test_05504,1
test_05505,1
test_05506,0
test_05507,0
test_05508,1
test_05509,0
test_05510,1
test_05511,1
test_05512,0
test_05513,1
test_05514,0
test_05515,0
test_05516,0
test_05517,0
test_05518,1
test_05519,1
test_05520,0
test_05521,1
test_05522,0
test_05523,1
test_05524,1
test_05525,0
test_05526,0
test_05527,1
test_05528,0
test_05529,1
test_05530,0
test_05531,0
test_05532,1
test_05533,1
test_05534,1
test_05535,1
test_05536,1
test_05537,1
test_05538,1
test_05539,1
test_05540,1
test_05541,1
test_05542,0
test_05543,0
test_05544,1
test_05545,0
test_05546,0
test_05547,0
test_05548,1
test_05549,1
test_05550,0
test_05551,1
test_05552,0
test_05553,1
test_05554,1
test_05555,1
test_05556,1
test_05557,1
test_05558,1
