,image_id,p_180
5466,test_05466,0
5467,test_05467,1
5468,test_05468,1
5469,test_05469,0
5470,test_05470,1
5471,test_05471,0
5472,test_05472,1
5473,test_05473,0
5474,test_05474,0
5475,test_05475,1
5476,test_05476,1
5477,test_05477,0
5478,test_05478,1
5479,test_05479,0
5480,test_05480,0
5481,test_05481,1
5482,test_05482,1
5483,test_05483,0
5484,test_05484,1
5485,test_05485,0
5486,test_05486,0
5487,test_05487,0
5488,test_05488,0
5489,test_05489,1
5490,test_05490,1
5491,test_05491,0
5492,test_05492,1
5493,test_05493,0
5494,test_05494,1
5495,test_05495,1
5496,test_05496,0
5497,test_05497,0
5498,test_05498,1
5499,test_05499,0
5500,test_05500,1
5501,test_05501,1
5502,test_05502,1
5503,test_05503,0
5504,test_05504,1
5505,test_05505,0
5506,test_05506,1
5507,test_05507,1
5508,test_05508,1
5509,test_05509,0
5510,test_05510,1
5511,test_05511,0
5512,test_05512,1
5513,test_05513,0
5514,test_05514,1
5515,test_05515,1
5516,test_05516,0
5517,test_05517,1
5518,test_05518,0
5519,test_05519,1
5520,test_05520,0
5521,test_05521,1
5522,test_05522,0
5523,test_05523,1
5524,test_05524,1
5525,test_05525,1
5526,test_05526,1
5527,test_05527,1
5528,test_05528,1
5529,test_05529,1
5530,test_05530,1
5531,test_05531,1
5532,test_05532,0
5533,test_05533,1
5534,test_05534,0
5535,test_05535,1
5536,test_05536,0
5537,test_05537,1
5538,test_05538,1
5539,test_05539,0
5540,test_05540,0
5541,test_05541,1
5542,test_05542,1
5543,test_05543,0
5544,test_05544,0
5545,test_05545,1
5546,test_05546,1
5547,test_05547,1
5548,test_05548,0
5549,test_05549,1
5550,test_05550,1
5551,test_05551,0
5552,test_05552,0
5553,test_05553,0
5554,test_05554,0
5555,test_05555,1
5556,test_05556,0
5557,test_05557,0
5558,test_05558,0
5559,test_05559,1
5560,test_05560,0
5561,test_05561,1
5562,test_05562,0
5563,test_05563,1
5564,test_05564,0
5565,test_05565,1
5566,test_05566,0
5567,test_05567,0
5568,test_05568,0
5569,test_05569,0
5570,test_05570,0
5571,test_05571,0
5572,test_05572,0
5573,test_05573,0
5574,test_05574,1
5575,test_05575,0
5576,test_05576,1
5577,test_05577,1
5578,test_05578,1
5579,test_05579,1
5580,test_05580,1
5581,test_05581,0
5582,test_05582,1
5583,test_05583,1
5584,test_05584,1
5585,test_05585,0
5586,test_05586,0
5587,test_05587,1
5588,test_05588,1
5589,test_05589,1
5590,test_05590,0
5591,test_05591,0
5592,test_05592,0
5593,test_05593,1
5594,test_05594,0
5595,test_05595,0
5596,test_05596,0
5597,test_05597,0
5598,test_05598,0
5599,test_05599,0
5600,test_05600,1
5601,test_05601,1
5602,test_05602,1
5603,test_05603,1
5604,test_05604,1
5605,test_05605,0
5606,test_05606,1
5607,test_05607,1
5608,test_05608,0
5609,test_05609,0
5610,test_05610,1
5611,test_05611,1
5612,test_05612,0
5613,test_05613,1
5614,test_05614,0
5615,test_05615,1
5616,test_05616,0
5617,test_05617,1
5618,test_05618,1
5619,test_05619,1
5620,test_05620,0
5621,test_05621,0
5622,test_05622,0
5623,test_05623,0
5624,test_05624,0
5625,test_05625,0
5626,test_05626,1
5627,test_05627,0
5628,test_05628,0
5629,test_05629,1
5630,test_05630,1
5631,test_05631,1
5632,test_05632,0
5633,test_05633,0
5634,test_05634,1
5635,test_05635,0
5636,test_05636,1
5637,test_05637,1
5638,test_05638,0
5639,test_05639,0
5640,test_05640,1
5641,test_05641,0
5642,test_05642,0
5643,test_05643,0
5644,test_05644,0
5645,test_05645,0
5646,test_05646,1
5647,test_05647,0
5648,test_05648,1
5649,test_05649,0
5650,test_05650,1
5651,test_05651,1
5652,test_05652,0
5653,test_05653,1
5654,test_05654,1
5655,test_05655,1
5656,test_05656,0
5657,test_05657,0
5658,test_05658,0
5659,test_05659,1
5660,test_05660,1
5661,test_05661,1
5662,test_05662,0
5663,test_05663,0
5664,test_05664,1
5665,test_05665,0
5666,test_05666,1
5667,test_05667,0
5668,test_05668,0
5669,test_05669,0
5670,test_05670,1
5671,test_05671,1
5672,test_05672,1
5673,test_05673,0
5674,test_05674,0
5675,test_05675,0
5676,test_05676,1
5677,test_05677,1
5678,test_05678,0
5679,test_05679,0
5680,test_05680,1
5681,test_05681,1
5682,test_05682,0
5683,test_05683,1
5684,test_05684,1
5685,test_05685,0
5686,test_05686,1
5687,test_05687,1
5688,test_05688,0
5689,test_05689,1
5690,test_05690,0
5691,test_05691,0
5692,test_05692,0
5693,test_05693,0
5694,test_05694,0
5695,test_05695,1
5696,test_05696,1
5697,test_05697,0
5698,test_05698,0
5699,test_05699,1
5700,test_05700,1
5701,test_05701,0
5702,test_05702,1
5703,test_05703,1
5704,test_05704,1
5705,test_05705,0
5706,test_05706,1
5707,test_05707,0
5708,test_05708,1
5709,test_05709,1
5710,test_05710,1
5711,test_05711,1
5712,test_05712,0
5713,test_05713,0
5714,test_05714,1
5715,test_05715,0
5716,test_05716,1
5717,test_05717,1
5718,test_05718,1
5719,test_05719,1
5720,test_05720,1
5721,test_05721,1
5722,test_05722,1
5723,test_05723,0
5724,test_05724,0
5725,test_05725,0
5726,test_05726,1
5727,test_05727,0
5728,test_05728,1
5729,test_05729,0
5730,test_05730,1
5731,test_05731,1
5732,test_05732,1
5733,test_05733,1
5734,test_05734,1
5735,test_05735,1
5736,test_05736,0
5737,test_05737,1
5738,test_05738,0
5739,test_05739,0
5740,test_05740,0
5741,test_05741,0
5742,test_05742,1
5743,test_05743,0
5744,test_05744,1
5745,test_05745,0
5746,test_05746,1
5747,test_05747,0
5748,test_05748,1
5749,test_05749,0
5750,test_05750,0
5751,test_05751,1
5752,test_05752,1
5753,test_05753,1
5754,test_05754,0
5755,test_05755,1
5756,test_05756,0
5757,test_05757,0
5758,test_05758,1
5759,test_05759,0
5760,test_05760,1
5761,test_05761,0
5762,test_05762,0
5763,test_05763,1
5764,test_05764,1
5765,test_05765,1
5766,test_05766,0
5767,test_05767,0
5768,test_05768,1
5769,test_05769,0
5770,test_05770,0
5771,test_05771,0
5772,test_05772,0
5773,test_05773,1
5774,test_05774,0
5775,test_05775,0
5776,test_05776,1
5777,test_05777,1
5778,test_05778,1
5779,test_05779,0
5780,test_05780,1
5781,test_05781,1
5782,test_05782,0
5783,test_05783,0
5784,test_05784,1
5785,test_05785,1
5786,test_05786,1
5787,test_05787,1
5788,test_05788,0
5789,test_05789,1
5790,test_05790,1
5791,test_05791,0
5792,test_05792,0
5793,test_05793,1
5794,test_05794,1
5795,test_05795,1
5796,test_05796,0
5797,test_05797,0
5798,test_05798,1
5799,test_05799,0
5800,test_05800,1
5801,test_05801,0
5802,test_05802,0
5803,test_05803,1
5804,test_05804,1
5805,test_05805,1
5806,test_05806,0
5807,test_05807,1
5808,test_05808,0
5809,test_05809,0
5810,test_05810,0
5811,test_05811,1
5812,test_05812,0
5813,test_05813,1
5814,test_05814,0
5815,test_05815,1
5816,test_05816,1
5817,test_05817,0
5818,test_05818,1
5819,test_05819,1
5820,test_05820,1
5821,test_05821,0
5822,test_05822,0
5823,test_05823,0
5824,test_05824,0
5825,test_05825,0
5826,test_05826,0
5827,test_05827,0
5828,test_05828,1
5829,test_05829,0
5830,test_05830,0
5831,test_05831,0
5832,test_05832,1
5833,test_05833,1
5834,test_05834,0
5835,test_05835,1
5836,test_05836,0
5837,test_05837,0
5838,test_05838,1
5839,test_05839,1
5840,test_05840,0
5841,test_05841,0
5842,test_05842,1
5843,test_05843,1
5844,test_05844,0
5845,test_05845,0
5846,test_05846,0
5847,test_05847,1
5848,test_05848,1
5849,test_05849,1
5850,test_05850,1
5851,test_05851,1
5852,test_05852,0
5853,test_05853,0
5854,test_05854,0
5855,test_05855,0
5856,test_05856,0
5857,test_05857,0
5858,test_05858,0
5859,test_05859,1
5860,test_05860,0
5861,test_05861,1
5862,test_05862,0
5863,test_05863,1
5864,test_05864,0
5865,test_05865,1
5866,test_05866,1
5867,test_05867,0
5868,test_05868,0
5869,test_05869,1
5870,test_05870,1
5871,test_05871,1
5872,test_05872,1
5873,test_05873,0
5874,test_05874,0
5875,test_05875,0
5876,test_05876,1
5877,test_05877,1
5878,test_05878,0
5879,test_05879,1
5880,test_05880,0
5881,test_05881,1
5882,test_05882,0
5883,test_05883,1
5884,test_05884,0
5885,test_05885,1
5886,test_05886,0
5887,test_05887,1
5888,test_05888,0
5889,test_05889,1
5890,test_05890,1
5891,test_05891,1
5892,test_05892,1
5893,test_05893,0
5894,test_05894,0
5895,test_05895,1
5896,test_05896,0
5897,test_05897,0
5898,test_05898,1
5899,test_05899,0
5900,test_05900,0
5901,test_05901,0
5902,test_05902,1
5903,test_05903,0
5904,test_05904,0
5905,test_05905,1
5906,test_05906,1
5907,test_05907,1
5908,test_05908,1
5909,test_05909,0
5910,test_05910,0
5911,test_05911,1
5912,test_05912,0
5913,test_05913,0
5914,test_05914,1
5915,test_05915,0
5916,test_05916,1
5917,test_05917,1
5918,test_05918,0
5919,test_05919,1
5920,test_05920,1
5921,test_05921,0
5922,test_05922,1
5923,test_05923,1
5924,test_05924,0
5925,test_05925,0
5926,test_05926,0
5927,test_05927,0
5928,test_05928,1
5929,test_05929,0
5930,test_05930,1
5931,test_05931,0
5932,test_05932,1
5933,test_05933,1
5934,test_05934,0
5935,test_05935,0
5936,test_05936,0
5937,test_05937,1
5938,test_05938,1
5939,test_05939,1
5940,test_05940,0
5941,test_05941,0
5942,test_05942,1
5943,test_05943,0
5944,test_05944,1
5945,test_05945,0
5946,test_05946,1
5947,test_05947,1
5948,test_05948,1
5949,test_05949,0
5950,test_05950,0
5951,test_05951,1
5952,test_05952,0
5953,test_05953,0
5954,test_05954,0
5955,test_05955,1
5956,test_05956,1
5957,test_05957,1
5958,test_05958,0
5959,test_05959,1
5960,test_05960,0
5961,test_05961,1
5962,test_05962,1
5963,test_05963,1
5964,test_05964,0
5965,test_05965,0
5966,test_05966,1
5967,test_05967,1
5968,test_05968,1
5969,test_05969,1
5970,test_05970,0
5971,test_05971,1
5972,test_05972,1
5973,test_05973,0
5974,test_05974,0
5975,test_05975,1
5976,test_05976,1
5977,test_05977,0
5978,test_05978,1
5979,test_05979,1
5980,test_05980,1
5981,test_05981,1
5982,test_05982,1
5983,test_05983,0
5984,test_05984,0
5985,test_05985,1
5986,test_05986,0
5987,test_05987,1
5988,test_05988,1
5989,test_05989,1
5990,test_05990,0
5991,test_05991,0
5992,test_05992,0
5993,test_05993,0
5994,test_05994,0
5995,test_05995,0
5996,test_05996,1
5997,test_05997,1
5998,test_05998,0
5999,test_05999,0
6000,test_06000,1
6001,test_06001,1
6002,test_06002,0
6003,test_06003,1
6004,test_06004,1
6005,test_06005,0
6006,test_06006,1
6007,test_06007,0
6008,test_06008,1
6009,test_06009,1
6010,test_06010,1
6011,test_06011,0
6012,test_06012,0
6013,test_06013,0
6014,test_06014,1
6015,test_06015,1
6016,test_06016,1
6017,test_06017,1
6018,test_06018,0
6019,test_06019,1
6020,test_06020,0
6021,test_06021,1
6022,test_06022,0
6023,test_06023,1
6024,test_06024,0
6025,test_06025,0
6026,test_06026,0
6027,test_06027,1
6028,test_06028,0
6029,test_06029,1
6030,test_06030,1
6031,test_06031,0
6032,test_06032,0
6033,test_06033,1
6034,test_06034,0
6035,test_06035,0
6036,test_06036,0
6037,test_06037,0
6038,test_06038,1
6039,test_06039,1
6040,test_06040,0
6041,test_06041,0
6042,test_06042,1
6043,test_06043,0
6044,test_06044,1
6045,test_06045,1
6046,test_06046,0
6047,test_06047,0
6048,test_06048,1
6049,test_06049,0
6050,test_06050,0
6051,test_06051,1
6052,test_06052,0
6053,test_06053,0
6054,test_06054,0
6055,test_06055,1
6056,test_06056,1
6057,test_06057,0
6058,test_06058,0
6059,test_06059,0
6060,test_06060,1
6061,test_06061,1
6062,test_06062,0
6063,test_06063,0
6064,test_06064,0
6065,test_06065,1
6066,test_06066,1
6067,test_06067,0
6068,test_06068,0
6069,test_06069,0
6070,test_06070,1
6071,test_06071,1
6072,test_06072,1
6073,test_06073,0
6074,test_06074,0
6075,test_06075,0
6076,test_06076,1
6077,test_06077,1
6078,test_06078,0
6079,test_06079,0
6080,test_06080,1
6081,test_06081,0
6082,test_06082,1
6083,test_06083,0
6084,test_06084,1
6085,test_06085,0
6086,test_06086,1
6087,test_06087,0
6088,test_06088,1
6089,test_06089,0
6090,test_06090,0
6091,test_06091,0
6092,test_06092,0
6093,test_06093,1
6094,test_06094,0
6095,test_06095,1
6096,test_06096,1
6097,test_06097,1
6098,test_06098,0
6099,test_06099,0
6100,test_06100,0
6101,test_06101,1
6102,test_06102,0
6103,test_06103,0
6104,test_06104,0
6105,test_06105,1
6106,test_06106,0
6107,test_06107,0
6108,test_06108,0
6109,test_06109,1
6110,test_06110,0
6111,test_06111,1
6112,test_06112,0
6113,test_06113,1
6114,test_06114,0
6115,test_06115,1
6116,test_06116,1
6117,test_06117,0
6118,test_06118,0
6119,test_06119,0
6120,test_06120,0
6121,test_06121,1
6122,test_06122,0
6123,test_06123,1
6124,test_06124,0
6125,test_06125,1
6126,test_06126,1
6127,test_06127,1
6128,test_06128,0
6129,test_06129,0
6130,test_06130,0
6131,test_06131,0
6132,test_06132,0
6133,test_06133,1
6134,test_06134,1
6135,test_06135,0
6136,test_06136,0
6137,test_06137,1
6138,test_06138,0
6139,test_06139,1
6140,test_06140,0
6141,test_06141,0
6142,test_06142,1
6143,test_06143,1
6144,test_06144,0
6145,test_06145,1
6146,test_06146,1
6147,test_06147,1
6148,test_06148,0
6149,test_06149,1
6150,test_06150,0
6151,test_06151,0
6152,test_06152,0
6153,test_06153,0
6154,test_06154,0
6155,test_06155,1
6156,test_06156,0
6157,test_06157,0
6158,test_06158,1
6159,test_06159,0
6160,test_06160,1
6161,test_06161,0
6162,test_06162,0
6163,test_06163,1
6164,test_06164,0
6165,test_06165,0
6166,test_06166,1
6167,test_06167,1
6168,test_06168,0
6169,test_06169,1
6170,test_06170,0
6171,test_06171,0
6172,test_06172,0
6173,test_06173,1
6174,test_06174,1
6175,test_06175,0
6176,test_06176,1
6177,test_06177,1
6178,test_06178,1
6179,test_06179,0
6180,test_06180,1
6181,test_06181,0
6182,test_06182,0
6183,test_06183,1
6184,test_06184,1
6185,test_06185,0
6186,test_06186,1
6187,test_06187,0
6188,test_06188,1
6189,test_06189,0
6190,test_06190,1
6191,test_06191,0
6192,test_06192,1
6193,test_06193,1
6194,test_06194,1
6195,test_06195,0
6196,test_06196,0
6197,test_06197,1
6198,test_06198,1
6199,test_06199,1
6200,test_06200,1
6201,test_06201,1
6202,test_06202,0
6203,test_06203,1
6204,test_06204,1
6205,test_06205,0
6206,test_06206,0
6207,test_06207,0
6208,test_06208,0
6209,test_06209,0
6210,test_06210,0
6211,test_06211,0
6212,test_06212,0
6213,test_06213,1
6214,test_06214,1
6215,test_06215,0
6216,test_06216,0
6217,test_06217,0
6218,test_06218,0
6219,test_06219,0
6220,test_06220,1
6221,test_06221,1
6222,test_06222,0
6223,test_06223,1
6224,test_06224,0
6225,test_06225,1
6226,test_06226,0
6227,test_06227,0
6228,test_06228,1
6229,test_06229,1
6230,test_06230,1
6231,test_06231,1
6232,test_06232,1
6233,test_06233,1
6234,test_06234,1
6235,test_06235,1
6236,test_06236,0
6237,test_06237,0
6238,test_06238,0
6239,test_06239,1
6240,test_06240,0
6241,test_06241,1
6242,test_06242,1
6243,test_06243,0
6244,test_06244,0
6245,test_06245,0
6246,test_06246,1
6247,test_06247,0
6248,test_06248,0
6249,test_06249,0
6250,test_06250,1
6251,test_06251,1
6252,test_06252,0
6253,test_06253,1
6254,test_06254,1
6255,test_06255,0
6256,test_06256,1
6257,test_06257,1
6258,test_06258,1
6259,test_06259,1
6260,test_06260,0
6261,test_06261,1
6262,test_06262,0
6263,test_06263,0
6264,test_06264,0
6265,test_06265,0
6266,test_06266,0
6267,test_06267,0
6268,test_06268,1
6269,test_06269,0
6270,test_06270,0
6271,test_06271,1
6272,test_06272,0
6273,test_06273,1
6274,test_06274,0
6275,test_06275,1
6276,test_06276,0
6277,test_06277,0
6278,test_06278,0
6279,test_06279,1
6280,test_06280,1
6281,test_06281,0
6282,test_06282,0
6283,test_06283,0
6284,test_06284,0
6285,test_06285,1
6286,test_06286,0
6287,test_06287,1
6288,test_06288,1
6289,test_06289,1
6290,test_06290,0
6291,test_06291,1
6292,test_06292,0
6293,test_06293,0
6294,test_06294,1
6295,test_06295,0
6296,test_06296,0
6297,test_06297,1
6298,test_06298,0
6299,test_06299,0
6300,test_06300,0
6301,test_06301,0
6302,test_06302,0
6303,test_06303,1
6304,test_06304,1
6305,test_06305,0
6306,test_06306,0
6307,test_06307,1
6308,test_06308,0
6309,test_06309,0
6310,test_06310,1
6311,test_06311,1
6312,test_06312,0
6313,test_06313,0
6314,test_06314,0
6315,test_06315,1
6316,test_06316,1
6317,test_06317,0
6318,test_06318,0
6319,test_06319,1
6320,test_06320,0
6321,test_06321,0
6322,test_06322,0
6323,test_06323,1
6324,test_06324,1
6325,test_06325,1
6326,test_06326,1
6327,test_06327,1
6328,test_06328,0
6329,test_06329,1
6330,test_06330,1
6331,test_06331,1
6332,test_06332,1
6333,test_06333,0
6334,test_06334,1
6335,test_06335,0
6336,test_06336,0
6337,test_06337,0
6338,test_06338,0
6339,test_06339,1
6340,test_06340,1
6341,test_06341,1
6342,test_06342,1
6343,test_06343,1
6344,test_06344,1
6345,test_06345,0
6346,test_06346,1
6347,test_06347,1
6348,test_06348,0
6349,test_06349,1
6350,test_06350,0
6351,test_06351,1
6352,test_06352,1
6353,test_06353,1
6354,test_06354,0
6355,test_06355,0
6356,test_06356,1
6357,test_06357,1
6358,test_06358,1
6359,test_06359,1
6360,test_06360,1
6361,test_06361,1
6362,test_06362,0
6363,test_06363,1
6364,test_06364,1
6365,test_06365,0
6366,test_06366,0
6367,test_06367,1
6368,test_06368,0
6369,test_06369,1
6370,test_06370,1
6371,test_06371,1
6372,test_06372,0
6373,test_06373,0
6374,test_06374,0
6375,test_06375,0
6376,test_06376,1
6377,test_06377,0
6378,test_06378,1
6379,test_06379,1
6380,test_06380,1
6381,test_06381,0
6382,test_06382,0
6383,test_06383,0
6384,test_06384,1
6385,test_06385,1
6386,test_06386,0
6387,test_06387,1
6388,test_06388,1
6389,test_06389,1
6390,test_06390,0
6391,test_06391,1
6392,test_06392,1
6393,test_06393,1
6394,test_06394,1
6395,test_06395,1
6396,test_06396,1
6397,test_06397,0
6398,test_06398,1
6399,test_06399,0
6400,test_06400,1
6401,test_06401,0
6402,test_06402,0
6403,test_06403,0
6404,test_06404,0
6405,test_06405,0
6406,test_06406,1
6407,test_06407,1
6408,test_06408,0
6409,test_06409,0
6410,test_06410,0
6411,test_06411,0
6412,test_06412,0
6413,test_06413,1
6414,test_06414,1
6415,test_06415,0
6416,test_06416,0
6417,test_06417,1
6418,test_06418,1
6419,test_06419,0
6420,test_06420,0
6421,test_06421,1
6422,test_06422,0
6423,test_06423,0
6424,test_06424,0
6425,test_06425,0
6426,test_06426,1
6427,test_06427,1
6428,test_06428,1
6429,test_06429,0
6430,test_06430,1
6431,test_06431,0
6432,test_06432,1
6433,test_06433,1
6434,test_06434,0
6435,test_06435,1
6436,test_06436,0
6437,test_06437,0
6438,test_06438,1
6439,test_06439,1
6440,test_06440,0
6441,test_06441,1
6442,test_06442,0
6443,test_06443,1
6444,test_06444,1
6445,test_06445,1
6446,test_06446,1
6447,test_06447,0
6448,test_06448,1
6449,test_06449,1
6450,test_06450,0
6451,test_06451,1
6452,test_06452,0
6453,test_06453,0
6454,test_06454,0
6455,test_06455,1
6456,test_06456,0
6457,test_06457,0
6458,test_06458,1
6459,test_06459,0
6460,test_06460,0
6461,test_06461,1
6462,test_06462,0
6463,test_06463,0
6464,test_06464,1
6465,test_06465,0
6466,test_06466,1
6467,test_06467,1
6468,test_06468,1
6469,test_06469,1
6470,test_06470,1
6471,test_06471,1
6472,test_06472,1
6473,test_06473,0
6474,test_06474,1
6475,test_06475,1
6476,test_06476,1
6477,test_06477,0
6478,test_06478,1
6479,test_06479,0
6480,test_06480,1
6481,test_06481,0
6482,test_06482,1
6483,test_06483,0
6484,test_06484,0
6485,test_06485,0
6486,test_06486,0
6487,test_06487,1
6488,test_06488,1
6489,test_06489,0
6490,test_06490,1
6491,test_06491,0
6492,test_06492,0
6493,test_06493,1
6494,test_06494,0
6495,test_06495,0
6496,test_06496,0
6497,test_06497,0
6498,test_06498,1
6499,test_06499,0
6500,test_06500,0
6501,test_06501,0
6502,test_06502,1
6503,test_06503,0
6504,test_06504,1
6505,test_06505,0
6506,test_06506,1
6507,test_06507,1
6508,test_06508,0
6509,test_06509,1
6510,test_06510,0
6511,test_06511,1
6512,test_06512,1
6513,test_06513,1
6514,test_06514,1
6515,test_06515,1
6516,test_06516,1
6517,test_06517,1
6518,test_06518,0
6519,test_06519,1
6520,test_06520,1
6521,test_06521,1
6522,test_06522,0
6523,test_06523,0
6524,test_06524,1
6525,test_06525,0
6526,test_06526,0
6527,test_06527,0
6528,test_06528,1
6529,test_06529,1
6530,test_06530,0
6531,test_06531,0
6532,test_06532,0
6533,test_06533,1
6534,test_06534,1
6535,test_06535,0
6536,test_06536,0
6537,test_06537,1
6538,test_06538,0
6539,test_06539,0
6540,test_06540,0
6541,test_06541,0
6542,test_06542,0
6543,test_06543,1
6544,test_06544,1
6545,test_06545,1
6546,test_06546,1
6547,test_06547,1
6548,test_06548,0
6549,test_06549,1
6550,test_06550,0
6551,test_06551,0
6552,test_06552,0
6553,test_06553,1
6554,test_06554,0
6555,test_06555,1
6556,test_06556,1
6557,test_06557,1
6558,test_06558,0
6559,test_06559,1
6560,test_06560,0
6561,test_06561,0
6562,test_06562,0
6563,test_06563,1
6564,test_06564,1
6565,test_06565,1
6566,test_06566,0
6567,test_06567,1
6568,test_06568,1
6569,test_06569,0
6570,test_06570,1
6571,test_06571,0
6572,test_06572,1
6573,test_06573,1
6574,test_06574,1
6575,test_06575,0
6576,test_06576,1
6577,test_06577,0
6578,test_06578,0
6579,test_06579,0
6580,test_06580,0
6581,test_06581,0
6582,test_06582,0
6583,test_06583,1
6584,test_06584,1
6585,test_06585,1
6586,test_06586,0
6587,test_06587,0
6588,test_06588,0
6589,test_06589,1
6590,test_06590,1
6591,test_06591,0
6592,test_06592,0
6593,test_06593,0
6594,test_06594,0
6595,test_06595,0
6596,test_06596,0
6597,test_06597,1
6598,test_06598,1
6599,test_06599,0
6600,test_06600,1
6601,test_06601,1
6602,test_06602,0
6603,test_06603,1
6604,test_06604,1
6605,test_06605,0
6606,test_06606,0
6607,test_06607,0
6608,test_06608,0
6609,test_06609,1
6610,test_06610,0
6611,test_06611,0
6612,test_06612,0
6613,test_06613,1
6614,test_06614,1
6615,test_06615,0
6616,test_06616,1
6617,test_06617,0
6618,test_06618,0
6619,test_06619,1
6620,test_06620,1
6621,test_06621,1
6622,test_06622,0
6623,test_06623,0
6624,test_06624,0
6625,test_06625,1
6626,test_06626,0
6627,test_06627,0
6628,test_06628,0
6629,test_06629,0
6630,test_06630,1
6631,test_06631,0
6632,test_06632,0
6633,test_06633,0
6634,test_06634,0
6635,test_06635,1
6636,test_06636,1
6637,test_06637,1
6638,test_06638,0
6639,test_06639,0
6640,test_06640,0
6641,test_06641,0
6642,test_06642,0
6643,test_06643,1
6644,test_06644,1
6645,test_06645,1
6646,test_06646,0
6647,test_06647,1
6648,test_06648,0
6649,test_06649,1
6650,test_06650,0
6651,test_06651,0
6652,test_06652,1
6653,test_06653,0
6654,test_06654,0
6655,test_06655,1
6656,test_06656,1
6657,test_06657,1
6658,test_06658,1
6659,test_06659,1
6660,test_06660,1
6661,test_06661,0
6662,test_06662,1
6663,test_06663,0
6664,test_06664,1
6665,test_06665,1
6666,test_06666,1
6667,test_06667,0
6668,test_06668,1
6669,test_06669,1
6670,test_06670,0
6671,test_06671,0
6672,test_06672,0
6673,test_06673,0
6674,test_06674,0
6675,test_06675,0
6676,test_06676,0
6677,test_06677,0
6678,test_06678,0
6679,test_06679,0
6680,test_06680,0
6681,test_06681,0
6682,test_06682,1
6683,test_06683,0
6684,test_06684,0
6685,test_06685,1
6686,test_06686,0
6687,test_06687,1
6688,test_06688,0
6689,test_06689,0
6690,test_06690,1
6691,test_06691,1
6692,test_06692,1
6693,test_06693,1
6694,test_06694,0
6695,test_06695,0
6696,test_06696,1
6697,test_06697,1
6698,test_06698,0
6699,test_06699,1
6700,test_06700,1
6701,test_06701,1
6702,test_06702,0
6703,test_06703,1
6704,test_06704,0
6705,test_06705,1
6706,test_06706,1
6707,test_06707,0
6708,test_06708,1
6709,test_06709,0
6710,test_06710,1
6711,test_06711,1
6712,test_06712,1
6713,test_06713,1
6714,test_06714,1
6715,test_06715,0
6716,test_06716,0
6717,test_06717,1
6718,test_06718,1
6719,test_06719,0
6720,test_06720,1
6721,test_06721,1
6722,test_06722,1
6723,test_06723,0
6724,test_06724,1
6725,test_06725,1
6726,test_06726,1
6727,test_06727,1
6728,test_06728,1
6729,test_06729,0
6730,test_06730,0
6731,test_06731,0
6732,test_06732,0
6733,test_06733,1
6734,test_06734,0
6735,test_06735,0
6736,test_06736,1
6737,test_06737,0
6738,test_06738,1
6739,test_06739,1
6740,test_06740,0
6741,test_06741,0
6742,test_06742,0
6743,test_06743,0
6744,test_06744,0
6745,test_06745,1
6746,test_06746,0
6747,test_06747,1
6748,test_06748,1
6749,test_06749,1
6750,test_06750,1
6751,test_06751,1
6752,test_06752,0
6753,test_06753,0
6754,test_06754,0
6755,test_06755,1
6756,test_06756,0
6757,test_06757,0
6758,test_06758,1
6759,test_06759,0
6760,test_06760,0
6761,test_06761,1
6762,test_06762,1
6763,test_06763,1
6764,test_06764,1
6765,test_06765,1
6766,test_06766,1
6767,test_06767,1
6768,test_06768,1
6769,test_06769,1
6770,test_06770,1
6771,test_06771,1
6772,test_06772,0
6773,test_06773,0
6774,test_06774,0
6775,test_06775,0
6776,test_06776,0
6777,test_06777,1
6778,test_06778,1
6779,test_06779,0
6780,test_06780,0
6781,test_06781,1
6782,test_06782,1
6783,test_06783,0
6784,test_06784,1
6785,test_06785,1
6786,test_06786,1
6787,test_06787,1
6788,test_06788,1
6789,test_06789,0
6790,test_06790,0
6791,test_06791,1
6792,test_06792,1
6793,test_06793,0
6794,test_06794,0
6795,test_06795,1
6796,test_06796,0
6797,test_06797,0
6798,test_06798,0
6799,test_06799,1
6800,test_06800,1
6801,test_06801,0
6802,test_06802,1
6803,test_06803,0
6804,test_06804,1
6805,test_06805,1
6806,test_06806,1
6807,test_06807,1
6808,test_06808,0
6809,test_06809,1
6810,test_06810,0
6811,test_06811,1
6812,test_06812,1
6813,test_06813,1
6814,test_06814,0
6815,test_06815,1
6816,test_06816,0
6817,test_06817,1
6818,test_06818,1
6819,test_06819,0
6820,test_06820,1
6821,test_06821,1
6822,test_06822,0
6823,test_06823,1
6824,test_06824,1
6825,test_06825,1
6826,test_06826,1
6827,test_06827,0
6828,test_06828,1
6829,test_06829,1
6830,test_06830,0
6831,test_06831,0
6832,test_06832,0
6833,test_06833,1
6834,test_06834,1
6835,test_06835,1
6836,test_06836,0
6837,test_06837,1
6838,test_06838,1
6839,test_06839,1
6840,test_06840,0
6841,test_06841,1
6842,test_06842,1
6843,test_06843,1
6844,test_06844,0
6845,test_06845,1
6846,test_06846,1
6847,test_06847,0
6848,test_06848,0
6849,test_06849,1
6850,test_06850,0
6851,test_06851,1
6852,test_06852,0
6853,test_06853,0
6854,test_06854,1
6855,test_06855,0
6856,test_06856,0
6857,test_06857,0
6858,test_06858,1
6859,test_06859,0
6860,test_06860,0
6861,test_06861,0
6862,test_06862,1
6863,test_06863,0
6864,test_06864,1
